noun	frequency
coeditor	1
cohesion	1
cohesiveness	1
cohort	1
coining	1
collapse	1
collation	1
colleagues’	1
colnames(qualtrics.df)[5:10	1
combat	1
commentary	1
communicates	1
communicating	1
comparator	1
compatibility	1
compensation	1
competence	1
competencies	1
complaint	1
compliance	1
compliment	1
composite	1
con	1
conception	1
condition	1
conduct	1
conducting	1
confession	1
confidentiality	1
configurations	1
congratulations	1
connects	1
connell	1
consent	1
constellation	1
constituencies	1
constituency	1
constituents	1
construction	1
consultant	1
consultation	1
consultations	1
contacts	1
contention	1
continuity	1
contract	1
contractors	1
contracts	1
contradictions	1
contrary	1
contribution	1
contributions	1
convergence	1
converges	1
conviction	1
coordination	1
copies	1
copyeditor	1
couch	1
countries	1
coupons	1
court	1
coverage	1
cranberry	1
crash	1
create	1
creatures	1
credentials	1
credibility	1
crisis	1
critics	1
critiques	1
crossover	1
crowd	1
crunch	1
crux	1
cryptography	1
cue	1
culmination	1
culprit	1
cup	1
cure	1
curricula	1
curve	1
cushions	1
customization	1
cutler	1
cutover	1
cuts	1
cynicism	1
c’	1
d/%b/%y:%h:%m:%s%z	1
dad	1
dance	1
danger	1
dangers	1
dans	1
dare	1
dares	1
databases’	1
datasets	1
dates	1
daughter	1
deans	1
death	1
debrief	1
debut	1
dedoose	1
defaults	1
defense	1
delay	1
deliberation	1
delight	1
demographics	1
demonstrates	1
demonstrating	1
demonstration	1
demonstrations	1
density	1
dent	1
departure	1
dependency	1
deployment	1
depths	1
designation	1
destination	1
destinations	1
dev	1
developments	1
deviation	1
devotion	1
dialogues	1
dichotomy	1
differentiation	1
difficulties	1
digest	1
directional	1
directive	1
directories	1
directors	1
disagreement	1
discomfort	1
disconnects	1
discount	1
discounts	1
discourse	1
discover	1
discoverability	1
dish	1
dissolution	1
distinctions	1
distractions	1
distributions	1
ditchthesurvey	1
ditto	1
dive	1
divergence	1
dls	1
doctrine	1
document.createattribute("type	1
document.createattribute("value	1
doi:10.1007/s10618	1
doi:10.1016/j.jretconser.2011.11.001	1
doi:10.1080/01449290110083602	1
doi:10.1080/10447318.2015.1064654	1
doi:10.1080/19322909.2011.623538	1
doi:10.1080/19322909.2013.747366	1
doi:10.1108/03074801111136275	1
doi:10.1108/pmm-04	1
doi:10.1108/rsr-11	1
doi:10.1136/amiajnl-2013	1
doi:10.1186/1472	1
doi:10.1186/s13012	1
dollars	1
donation	1
donors	1
doorways	1
dose	1
doubt	1
down	1
downside	1
drag	1
drivers	1
driving	1
drm	1
duplicate	1
e1003a	1
e107	1
e107–e116	1
ears	1
easels	1
echo	1
echoes	1
economies	1
economy	1
ecosystems	1
edits	1
edu	1
educator	1
educators	1
efficiency	1
election	1
elicit	1
elicitation	1
eliminate	1
emails	1
emancipatory	1
embeds	1
emergence	1
emerges	1
emotions	1
empower	1
emulation	1
encapsulates	1
encodeuricomponent(anchors[i].textcontent	1
encoding	1
encore	1
endeavor	1
endedness	1
engagements	1
engenders	1
enjoyment	1
enrollment	1
ensuring	1
entertainment	1
enthusiasts	1
entities	1
entrances	1
entries	1
ep	1
epic	1
equivalents	1
era	1
ers	1
essay	1
etches	1
ethics	1
everyday	1
evoke	1
evokes	1
evolves	1
examine	1
excels	1
excerpts	1
exchange	1
exchanges	1
exclusivity	1
excuses	1
exercises	1
exhibits	1
expanded.df	1
expansion	1
expenditures	1
expirations	1
exploratory	1
explosion	1
exterior	1
externalities	1
extremes	1
f.[4	1
facilitates	1
facilitation	1
facilitators	1
facility	1
fail	1
failures	1
faith	1
false	1
families	1
fangs	1
faq	1
faster	1
fat	1
fatigue	1
favorite	1
feat	1
feats	1
feel	1
fees	1
femurs	1
fetish	1
ff3333	1
fi	1
fighting	1
fill	1
finances	1
find	1
finder	1
fine	1
finger	1
fingerprinting	1
finish	1
firm	1
firstclick	1
fix	1
fixation	1
flags	1
flavor	1
flaws	1
flight	1
flipside	1
flood	1
fluency	1
folk	1
fontobject	1
food	1
fool	1
fools	1
footage	1
footer	1
footprint	1
foraging	1
forces	1
forethought	1
formation	1
formatting	1
forms[i].action.substr(0	1
formulas	1
founding	1
fountain	1
fraction	1
freelancing	1
fridge	1
friendliness	1
frontload	1
fruition	1
fullness	1
funology	1
furnishings	1
gain	1
game	1
gatekeeper’	1
gathers	1
gender	1
generalization	1
genres	1
gesture	1
get	1
getparameterbyname("q	1
gif	1
globe	1
glut	1
good	1
gossip	1
governance	1
grade	1
grain	1
granularity	1
grasshopper	1
gravity	1
greatness	1
green	1
greeting	1
grep(sprintf("%s_%s	1
grounding	1
groupings	1
guest	1
guru	1
h	1
hackers	1
hallway	1
hamburger	1
handbook	1
handing	1
handle	1
hangouts	1
hapless	1
harter	1
hats	1
headcounts	1
headlines	1
headsets	1
hearts	1
heath	1
heatmap	1
heed	1
heuristics	1
hiatus	1
hierarchies	1
highlight	1
highlighters	1
highlights	1
highs	1
highway	1
hint	1
hippo	1
histograms	1
histories	1
hogan	1
hold	1
holders	1
homepage[3	1
homework	1
hood	1
hopeful	1
hopes	1
horizon	1
horse	1
host	1
http://0-common.books24x7.com.library.simmons.edu/toc.aspx?bookid=51014	1
http://abbytheia.com/wordpress/wp-content/uploads/2012/04/poster_readable.jpg	1
http://acrl.ala.org/ilstandards/	1
http://cssminifier.com/	1
http://designingforperformance.com/basics-of-page-speed/#requests	1
http://designingforperformance.com/optimizing-images/	1
http://difference.is	1
http://digiday.com/publishers/gq-com-cut-page-load-time-80-percent/	1
http://doi.org/10.1080/15228959.2014.904210	1
http://doi.org/10.1080/15420353.2011.622456	1
http://doi.org/10.15788/m23w2g	1
http://dx.doi.org/10.1007/978-3-7643-8140-0_244	1
http://dx.doi.org/10.3998/weave.12535642.0001.802	1
http://ejournals.library.ualberta.ca/index.php/eblip/article/view/19544/15214	1
http://en.wikipedia.org/wiki/list_of_http_header_fields	1
http://fresnostate.edu/socialsciences/anthropology/documents/ipa/thelibrarystudy(delcoremulloolyscroggins).pdf	1
http://liveworkstudio.com/	1
http://lj.libraryjournal.com/2016/04/opinion/aaron-schmidt/data-driven-design-the-user-experiencehttp://lj.libraryjournal.com/2016/04/opinion/aaron-schmidt/data-driven-design-the-user-experience	1
http://mcfunley.com/design-for-continuous-experimentation	1
http://moz.com/blog/from-keywords-to-contexts-the-new-query-model	1
http://undercoverux.com/manifesto.php	1
http://unminify.com/	1
http://uxpajournal.org/assessing-usability-metric-umux-scale/	1
http://uxpajournal.org/the-system-usability-scale-and-non-native-english-speakers/	1
http://www.31volts.com/2010/05/the-service-blueprints-overview/	1
http://www.3playmedia.com/2015/08/28/who-uses-closed-captions-not-just-the-deaf-or-hard-of-hearing/	1
http://www.cooper.com/journal/2001/08/perfecting_your_personas	1
http://www.crazyegg.com/	1
http://www.creativebloq.com/web-design/beyond-responsive-design-discover-context-driven-design-8134226	1
http://www.educause.edu/ero/article/commuter-students-using-technology	1
http://www.fastcodesign.com/3045039/the-next-big-thing-in-design-fewer-choices	1
http://www.inthelibrarywiththeleadpipe.org/2015/ditchthesurvey-expanding-methodological-diversity-in-lis-research/	1
http://www.jnd.org/dn.mss/personas_empath.html	1
http://www.lib.ncsu.edu/reports/suma	1
http://www.lib.ncsu.edu/userstudies/studies/2010personainterviewsredesign	1
http://www.measuringu.com/blog/prior-exposure.php	1
http://www.nltk.org/.	1
http://www.pinterest.com/kooj/personas/	1
http://www.servicedesigntools.org/tools/35	1
http://www.telize.com/	1
http://www.uxbooth.com/articles/writing-user-friendly-content/	1
http://www.webcitation.org/6gufy99zf	1
http://www.webperformance.com/load-testing/blog/2010/06/microsoft-affirms-the-importance-of-web-performance/	1
http_referer	1
http_user_agent	1
https://abtest.library.appstate.edu/var-a/about/?r=r_123_q1	1
https://blog.twitter.com/2013/experiments-twitter	1
https://developer.mozilla.org/en-us/docs/web/api/geolocation/using_geolocation	1
https://developer.yahoo.com/performance/rules.html#gzip	1
https://developer.yahoo.com/performance/rules.html#js_bottom	1
https://developers.google.com/speed/docs/insights/about	1
https://developers.google.com/speed/docs/insights/blockingjs	1
https://developers.google.com/speed/docs/insights/enablecompression	1
https://developers.google.com/speed/docs/insights/optimizecssdelivery	1
https://developers.google.com/speed/docs/insights/optimizeimages	1
https://doi.org/10.1108/07378831211266609	1
https://github.com/jasonclark/search-ux	1
https://imageoptim.com/	1
https://responsivedesign.is/articles/reducing-image-sizes	1
https://speakerdeck.com/bretdavidson/the-suma-project-integrating-observational-data-assessment-into-space-and-service-design	1
https://stackoverflow.com/questions/901115/how-can-i-get-query-string-values-in-javascript	1
https://stackoverflow.com/users/1045296/code-spy	1
https://www	1
https://www.lib.montana.edu/~jason	1
https://www.lib.montana.edu/~jason/files/search-ux/	1
https://www.lib.montana.edu/~jason/files/search-ux/privacy.html	1
https://www.lib.ncsu.edu/reports/suma	1
https://www.nngroup.com/articles/how-users-read-on-the-web/	1
https://www.nngroup.com/articles/quantitative-studies-how-many-users/	1
https://www.nngroup.com/articles/ux-without-user-research/	1
https://www.preater.com/2016/06/11/why-dont-libraries-share-the-results-of-ux-work	1
https://www.w3.org/standards/webdesign/accessibility	1
https://www.w3.org/wai/eval/overview.html	1
humanity	1
humans	1
hunger	1
hurdles	1
hurry	1
hyperincursion	1
hyperlink	1
i1	1
i2	1
ibeacon	1
icon	1
id	1
id#33	1
ideo	1
ideology	1
ignorance	1
ii	1
illustration	1
illustrations	1
imagination	1
immigrant	1
impairment	1
impediments	1
imperfect	1
implements	1
impulse	1
income	1
inconvenience	1
incursion	1
indemnification	1
indication	1
indices	1
indictment	1
individuals’	1
inescapability	1
infancy	1
inference	1
influences	1
inform	1
informality	1
infrequent	1
initiation	1
inmates	1
innovations	1
innovator	1
innovators	1
inputs	1
insiders	1
instinct	1
institutionalization	1
instruct	1
instructor	1
instructors	1
instruments	1
integrity	1
intelligences	1
intensities	1
inter	1
intermediation	1
intern	1
interpolation	1
interpret	1
interruption	1
interval	1
intervention	1
interventions	1
intimidation	1
introspection	1
introvert	1
intuition	1
inventory	1
inverse	1
investigator	1
invisibility	1
invitations	1
ip	1
ipads	1
ir	1
irony	1
irrelevancy	1
ish	1
jerky	1
jobs	1
join	1
joke	1
jpeg	1
jpg	1
json	1
jsonlint	1
judgment	1
jump	1
junior	1
junk	1
jurisdiction	1
justice	1
juxtaposition	1
juxtapositions	1
khodabandelou	1
kid	1
kids’	1
kinda	1
kindergarten	1
knotty	1
knowbots	1
knowledgebase	1
l	1
l''utilisateur	1
labelling	1
landmark	1
lane	1
lap	1
laptops	1
layman	1
leaders	1
leads	1
leap	1
learn	1
leg	1
legacy	1
legs	1
legwork	1
lemonade	1
lenses	1
lettering	1
letters	1
lewins	1
li	1
liability	1
liberties	1
libraries@cambridge	1
libri	1
libsuccess.org/m-libraries	1
licensors	1
lieu	1
lifting	1
lightning	1
linguistics	1
linkage	1
linköping	1
lip	1
listicles	1
listing	1
litigation	1
litmus	1
living	1
loans	1
locals	1
location?”[10	1
lockstep	1
logging	1
login	1
logistics	1
longitude	1
lookout	1
loop	1
loops	1
loudness	1
lows	1
lunches	1
lunchtime	1
lure	1
magazine	1
magazines	1
magic	1
mailings	1
mainstream	1
make	1
makeover	1
maker	1
makers	1
makerspace	1
makeup	1
malls	1
map/.	1
margins	1
markers	1
marketability	1
marketers	1
marketplaces	1
markov	1
masse	1
matches	1
matching	1
matrix/.	1
matures	1
maturity	1
maxims	1
maximum	1
maze	1
mbps	1
meal	1
mean	1
mechanisms	1
medicine	1
mediums	1
memberships	1
memo	1
memoranda	1
mentality	1
mention	1
merge(qualtrics.df	1
merits	1
meshes	1
metacognition	1
metaphor	1
methotrexate	1
microcosm	1
microfiche	1
microlocation	1
microphone	1
microwaves	1
mid-2000s	1
mihoko	1
mile	1
min.js	1
mine	1
minority	1
minute	1
mirage	1
misconception	1
mismatches	1
misperceptions	1
mixture	1
mobiles	1
mobility	1
mock	1
mod_python	1
modem	1
moderator	1
modes’	1
modification	1
modules	1
monikers	1
monitor	1
monitors	1
moon	1
mothras	1
motivators	1
mouse	1
movements	1
movies	1
msg	1
multichannel	1
multifunction	1
multimedia	1
multiplying	1
multipurpose	1
murder	1
music	1
mythology	1
myths	1
n.d	1
n=79	1
na.omit(expanded.df	1
na.strings	1
nameattribute	1
naming	1
nap	1
negativity	1
negotiation	1
negotiations	1
nerd	1
newcomers	1
newfound	1
newspaper	1
niche	1
ninja	1
no	1
nod	1
north	1
nostalgia	1
notation	1
notetaker	1
notices	1
nots	1
nuance	1
nutshell	1
objections	1
obligation	1
obligations	1
obstacles	1
occurrences	1
odds	1
offering	1
offers	1
officer	1
ons	1
oomph	1
open	1
openness	1
opentype	1
operation	1
operations	1
operator	1
opposition	1
optimisation	1
optimize	1
opts	1
ordering	1
orders	1
organisms	1
organizations’	1
orientations	1
origin	1
out	1
outage	1
outlet	1
outliers	1
outputs	1
outs	1
outside	1
outsider	1
outsourcing	1
ovens	1
overlaps	1
oversight	1
oyster	1
p	1
p.1	1
p.13	1
p.94	1
p.m	1
packets	1
pageviews	1
painpoints	1
palette	1
panoply	1
paperwork	1
par	1
paradigm	1
paradigms	1
paradise	1
parallel	1
paralysis	1
paris	1
partner	1
paste0(server.log.df$v4	1
path/.	1
path_as_list	1
paths	1
patootie	1
patrons’	1
pause	1
pc	1
pcs	1
pdfs	1
peers’	1
pencils	1
penny	1
pens	1
people.’	1
pep	1
perfmatters	1
performance/.	1
performing	1
perils	1
persist	1
persistence	1
personae	1
personalities	1
phenomena	1
phillips	1
philosopher	1
philosophy/.	1
photograph	1
photography	1
physician	1
piaac	1
pigeon	1
pipes	1
pitfalls	1
pity	1
pixel	1
plane	1
playback	1
playfulness	1
plays	1
pleasure	1
plethora	1
plugin	1
plugs	1
png	1
podcasts	1
pointing	1
poles	1
police	1
politics	1
poll	1
popup	1
portfolio	1
portrait	1
positioning	1
positives	1
posixlt	1
posixlt(server.log.df$v4	1
poster	1
posts	1
powers	1
pre	1
preamble	1
precedence	1
precedents	1
preconceptions	1
predictions	1
predominant	1
prefers	1
premise	1
prescription	1
preservation	1
pressure	1
pressures	1
pretesting	1
prevalence	1
prey	1
prices	1
priestner	1
primer	1
primers	1
printer	1
prints	1
prioritization	1
privileges	1
prix	1
prizes	1
probability	1
processing	1
proclaiming	1
productivity	1
proficiency	1
profiles	1
proliferation	1
prominence	1
pronoun	1
property	1
proponent	1
prospects	1
prosthetics	1
prototype[11	1
proxy	1
psu	1
pt	1
ptst115	1
publicity	1
publics	1
pun	1
purchases	1
push	1
pushbutton	1
pushbuttons	1
puzzle	1
python	1
qtoken	1
qualtrics	1
qualtrics.df$responseid	1
quantifications	1
query.lower	1
quest	1
questioners	1
questioning	1
queue	1
queues	1
quieter	1
quotation	1
r_123	1
racer	1
rank	1
rankings	1
ranks	1
rantings	1
rate[4	1
rater	1
ratio	1
ratios	1
read.csv("server_log_data.csv	1
realities	1
rearing	1
recall	1
reconfiguration	1
recruiter	1
red	1
reduction	1
referencing	1
refinements	1
reflections	1
reform	1
reframing	1
refusal	1
regard	1
regards	1
regex.exec(url	1
regulations	1
reinforcement	1
relations	1
release	1
remain	1
remainder	1
reminiscences	1
removal	1
repair	1
repeat	1
replay	1
represent	1
representative	1
representatives	1
requirement	1
resent	1
reshape	1
resident	1
residents	1
resolver	1
resort	1
respondent.log$resource	1
responders	1
responseids	1
results—	1
resume	1
retailing	1
retention	1
retrospective	1
returns	1
revenue	1
reviewer	1
reviews	1
rhythm	1
ribbon	1
ride	1
rinse	1
riot	1
rivalry	1
rivals	1
road	1
robotics	1
rock	1
rocket	1
rogers	1
rooftops	1
rose	1
rotates	1
rotations	1
rote	1
route	1
routine	1
routing	1
ruleset	1
ruminants	1
run	1
rundown	1
runners	1
runs	1
safety	1
sage	1
sake	1
sale	1
salient	1
salt	1
sapply(unlist(requests	1
saturation	1
sauce	1
saver	1
scanner	1
scene	1
scenes	1
schema	1
schemas	1
scholar	1
scholarship	1
schoolers	1
schuman	1
schwartz	1
scientist	1
screencap	1
scripting	1
scrolling	1
scrutiny	1
sea	1
searchability	1
searchers	1
secret	1
secrets	1
secs	1
seekers	1
selections	1
sell	1
selves	1
sentence	1
sentiments	1
serendipity	1
seriousness	1
serpentine	1
servdes.2009	1
server.log.df$v4	1
server.log.df$v5	1
server.log.df$v6	1
severity	1
shadow	1
shapeshifter	1
shebang	1
shh	1
shifts	1
shirky	1
shortage	1
shortcuts	1
shortfalls	1
shostack	1
show	1
sic	1
sides	1
signature	1
signifier	1
signifies	1
silo	1
siloed	1
siloing	1
silver	1
similarity	1
simplye	1
simulation	1
sirsidynex	1
sitemap	1
sitting	1
skeletons	1
skepticism	1
slash	1
sleeping	1
slide	1
slider	1
slot	1
slowness	1
slump	1
smayden@email.arizona.edu	1
smoking	1
snapshots	1
snippets	1
snowflake	1
soapbox	1
soar	1
sociality	1
societies	1
sociology	1
sorters	1
sound	1
spam	1
span	1
speaking	1
specials	1
spectator	1
spirit	1
sponsoring	1
sport	1
sports	1
stake	1
stakeholders,[3	1
stall	1
stance	1
standardization	1
standby	1
stands	1
standups	1
stapler	1
staplers	1
star	1
starters	1
startups	1
static	1
station	1
stempler	1
stereotype	1
stereotypes	1
sticker	1
stimulus	1
stink	1
stock	1
stop	1
store	1
storyboards	1
storytelling	1
strands	1
stranger	1
strangers	1
stream	1
streets	1
strides	1
stringsasfactors	1
structural	1
struggle	1
students’	1
stumbling	1
stupid’	1
stylesheets	1
styling	1
subcommittees	1
subdomains	1
subfields	1
subjects’	1
submissions	1
submitters	1
subscriber	1
subtasks	1
subtitles	1
suburbs	1
successfulness	1
suite	1
sujets	1
summation	1
supervisor	1
supervisors	1
supplier	1
supply	1
surgery	1
surplus	1
surrogate	1
surveillance	1
sweat	1
swing	1
switch	1
syllables	1
symbols	1
symposium	1
sync	1
synonyms	1
syntax	1
sysadmin	1
systemwide	1
tactic	1
tag	1
taking	1
talkers	1
tank	1
tap	1
tape	1
taskscapes	1
taxonomies	1
tdm	1
teachability	1
teacher	1
teen	1
teens	1
telepathy	1
temp	1
temperature	1
temptation	1
tends	1
tensions	1
test(s	1
test/.	1
testers	1
testing/.	1
textbook	1
textbooks	1
texter	1
texts	1
thence	1
theories	1
theorist	1
therewith	1
thons	1
thread	1
threads	1
threats	1
thumbnail	1
ticket	1
tidal	1
tiers	1
timeframes	1
timelines	1
timestamps	1
timing	1
timings	1
tip	1
tl;dr	1
token	1
tokenization	1
tome	1
tomorrow	1
ton	1
tonight	1
totality	1
touchscreen	1
tourist	1
toys	1
trackers	1
trade	1
trail	1
train	1
trainers	1
trait	1
traits	1
transcribe	1
transcribing	1
transit	1
translation	1
trap	1
travel	1
travelers	1
tread	1
treasure	1
trees	1
trinity	1
triumph	1
trove	1
truetype	1
truism	1
ttf	1
tti	1
tv	1
tweak	1
tweaking	1
tweaks	1
tweens	1
tweeting	1
twitterverse	1
typeattribute	1
u	1
underestimate	1
undergoes	1
underpinning	1
underscore	1
unique	1
untoward	1
update	1
ups	1
upshot	1
uptick	1
urgency	1
useragent	1
usernames	1
usu	1
utilisations	1
uuid	1
uxers	1
v	1
v2	1
vala	1
validates	1
valueattribute	1
variability	1
variants	1
vein	1
venture	1
venue	1
viability	1
vice	1
victories	1
viewers	1
viewpoint	1
viewpoints	1
vii	1
village	1
virality	1
vision/.	1
visioning	1
visions	1
visitor	1
visual	1
visuals	1
vnd.ms	1
void	1
volumes	1
vulnerabilities	1
w3c.	1
wake	1
walks	1
wardrobe	1
warning	1
wayside	1
weavers	1
webcast	1
webex	1
webmaster	1
webpages	1
wedding	1
weekday	1
weekend	1
welcome	1
whence	1
whereafter	1
wherewithal	1
whim	1
wicket	1
width	1
win	1
window.location.href	1
window.navigator	1
windshield	1
wins	1
wipers	1
woff	1
woman	1
women	1
workbook	1
workings	1
workplaces	1
worldview	1
worries	1
wrench	1
write	1
writers	1
wry	1
wysiwyg	1
x	1
xvii	1
yellows	1
yesssss	1
yesterday	1
youcanbook.me	1
yourselves	1
zeitgeist	1
zip	1
|	1
étude	1
–ed	1
’s	1
